Reporting_Period,Holder_Sector,Instrument_Type,Issuer_Region,Issuer_Sector,Nominal_Currency,Original_Maturity,Holding_Amount
2024-06,MMF,Debt Securities,United States,NFC,Non-Euro,Long-Term,1356.00
2024-06,FVC,Debt Securities,United States,CI,Non-Euro,Long-Term,380.00
2024-06,IC,Debt Securities,Other Euro Area,CI,Euro,Long-Term,8117.00
2024-06,IF,Debt Securities,United States,NFC,Non-Euro,Short-Term,2201.00
2024-06,PF,Debt Securities,United States,NFC,Euro,Long-Term,227.00
2024-06,PF,Debt Securities,Ireland,OFI,Euro,Long-Term,299.00
2024-06,CI,Listed Shares,Other Euro Area,CI,Euro,N/A,102.00
2024-06,PF,Debt Securities,United Kingdom,CI,Euro,Long-Term,20.00
2024-06,IC,IF Shares,United Kingdom,IF,Euro,N/A,749.00
2024-06,OFI,Listed Shares,Other Euro Area,OFI,Euro,N/A,632.00
2024-06,OFI,Debt Securities,United States,CI,Non-Euro,Long-Term,228.00
2024-06,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,75861.00
2024-06,IF,Debt Securities,United States,CI,Euro,Long-Term,1103.00
2024-06,OFI,Debt Securities,Other Euro Area,CI,Euro,Short-Term,145.00
2024-06,NFC,Debt Securities,United States,CI,Non-Euro,Short-Term,37.00
2024-06,HH,Listed Shares,Rest of World,CI,Non-Euro,N/A,11.00
2024-06,CI,Debt Securities,United States,OFI,Non-Euro,Long-Term,746.00
2024-06,OFI,Debt Securities,United Kingdom,NFC,Euro,Long-Term,6559.00
2024-06,MMF,Debt Securities,United Kingdom,OFI,Euro,Short-Term,1654.00
2024-06,IF,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,39588.00
2024-06,MMF,Debt Securities,United States,OFI,Non-Euro,Short-Term,15842.00
2024-06,IF,Debt Securities,Other Euro Area,GOV,Non-Euro,Short-Term,167.00
2024-06,CI,Listed Shares,Rest of World,OFI,Non-Euro,N/A,-208.00
2024-06,IF,Debt Securities,United Kingdom,OFI,Non-Euro,Short-Term,88.00
2024-06,PF,IF Shares,Rest of World,IF,Euro,N/A,405.00
2024-06,OFI,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2809.00
2024-06,IC,IF Shares,United States,IF,Euro,N/A,164.00
2024-06,IF,Debt Securities,Ireland,CI,Non-Euro,Long-Term,121.00
2024-06,MMF,Debt Securities,Rest of World,NFC,Non-Euro,Short-Term,2353.00
2024-06,MMF,Debt Securities,United Kingdom,GOV,Euro,Short-Term,60.00
2024-06,MMF,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,70.00
2024-06,HH,Listed Shares,Ireland,NFC,Non-Euro,N/A,106.00
2024-06,IC,Debt Securities,United States,CI,Euro,Long-Term,482.00
2024-06,MMF,Debt Securities,United States,NFC,Euro,Short-Term,1113.00
2024-06,IF,Debt Securities,United States,OFI,Euro,Short-Term,68.00
2024-06,FVC,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,32363.00
2024-06,HH,Debt Securities,United States,CI,Euro,Long-Term,14.00
2024-06,NFC,IF Shares,Ireland,IF,Euro,N/A,339.00
2024-06,PF,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,33.00
2024-06,MMF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,594.00
2024-06,PF,IF Shares,United Kingdom,IF,Euro,N/A,283.00
2024-06,MMF,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,269.00
2024-06,FVC,Debt Securities,Ireland,OFI,Euro,Long-Term,4254.00
2024-06,MMF,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,10958.00
2024-06,IC,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,13.00
2024-06,MMF,Debt Securities,United Kingdom,CI,Euro,Long-Term,1971.00
2024-06,CI,Listed Shares,Other Euro Area,NFC,Euro,N/A,262.00
2024-06,MMF,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,67879.00
2024-06,OFI,Listed Shares,Other Euro Area,CI,Euro,N/A,234.00
2024-06,CI,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,642.00
2024-06,OFI,Debt Securities,Rest of World,GOV,Euro,Short-Term,94.00
2024-06,IC,Listed Shares,Rest of World,OFI,Euro,N/A,27.00
2024-06,HH,MMF Shares,Other Euro Area,MMF,Euro,N/A,112.00
2024-06,IC,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,1444.00
2024-06,MMF,Debt Securities,United States,OFI,Euro,Long-Term,150.00
2024-06,OFI,Debt Securities,United States,NFC,Euro,Short-Term,61.00
2024-06,FVC,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,331.00
2024-06,PF,Listed Shares,Rest of World,NFC,Non-Euro,N/A,439.00
2024-06,CI,MMF Shares,United States,MMF,Non-Euro,N/A,75.00
2024-06,IF,Debt Securities,Other Euro Area,OFI,Non-Euro,Short-Term,222.00
2024-06,OFI,IF Shares,United States,IF,Non-Euro,N/A,191.00
2024-06,IF,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,5214.00
2024-06,IC,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,25808.00
2024-06,IC,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,1283.00
2024-06,OFI,Debt Securities,United States,GOV,Non-Euro,Short-Term,21.00
2024-06,IC,IF Shares,United States,IF,Non-Euro,N/A,1275.00
2024-06,NFC,Debt Securities,United States,GOV,Non-Euro,Long-Term,34.00
2024-06,OFI,Debt Securities,Ireland,OFI,Euro,Long-Term,8617.00
2024-06,OFI,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,173.00
2024-06,IC,Debt Securities,United States,NFC,Non-Euro,Long-Term,5402.00
2024-06,HH,Listed Shares,United States,NFC,Non-Euro,N/A,2300.00
2024-06,NFC,MMF Shares,Ireland,MMF,Euro,N/A,42.00
2024-06,IC,IF Shares,Ireland,IF,Non-Euro,N/A,17210.00
2024-06,IC,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,2434.00
2024-06,HH,Listed Shares,United Kingdom,NFC,Euro,N/A,122.00
2024-06,IF,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,4434.00
2024-06,PF,Debt Securities,Rest of World,GOV,Euro,Long-Term,96.00
2024-06,HH,Debt Securities,Ireland,CI,Euro,Long-Term,81.00
2024-06,OFI,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,257.00
2024-06,PF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,36.00
2024-06,PF,IF Shares,Rest of World,IF,Non-Euro,N/A,738.00
2024-06,FVC,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,38.00
2024-06,OFI,Debt Securities,Rest of World,CI,Euro,Long-Term,1048.00
2024-06,PF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,746.00
2024-06,PF,IF Shares,Other Euro Area,IF,Euro,N/A,3705.00
2024-06,IC,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,156.00
2024-06,IC,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,1228.00
2024-06,IF,IF Shares,Other Euro Area,IF,Non-Euro,N/A,19324.00
2024-06,IC,Listed Shares,Ireland,NFC,Euro,N/A,952.00
2024-06,HH,IF Shares,United States,IF,Non-Euro,N/A,787.00
2024-06,FVC,Debt Securities,Ireland,CI,Euro,Long-Term,24.00
2024-06,IF,Listed Shares,Ireland,NFC,Euro,N/A,11027.00
2024-06,IF,IF Shares,Rest of World,IF,Non-Euro,N/A,77252.00
2024-06,OFI,Listed Shares,United States,NFC,Non-Euro,N/A,552.00
2024-06,NFC,Listed Shares,United States,OFI,Non-Euro,N/A,52.00
2024-06,CI,Debt Securities,United States,GOV,Non-Euro,Long-Term,6921.00
2024-06,MMF,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,59699.00
2024-06,FVC,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,75.00
2024-06,OFI,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,1269.00
2024-06,IF,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,437.00
2024-06,CI,Listed Shares,Rest of World,NFC,Non-Euro,N/A,-1075.00
2024-06,IF,Debt Securities,Ireland,OFI,Euro,Long-Term,25783.00
2024-06,IF,IF Shares,United Kingdom,IF,Euro,N/A,957.00
2024-06,FVC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,32439.00
2024-06,IF,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,18887.00
2024-06,PF,Debt Securities,Ireland,GOV,Euro,Long-Term,983.00
2024-06,PF,Listed Shares,Rest of World,OFI,Non-Euro,N/A,45.00
2024-06,MMF,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,2843.00
2024-06,OFI,Debt Securities,United Kingdom,CI,Euro,Short-Term,179.00
2024-06,OFI,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,516.00
2024-06,CI,IF Shares,Ireland,IF,Euro,N/A,80.00
2024-06,FVC,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,1229.00
2024-06,IF,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,2066.00
2024-06,IF,Listed Shares,Ireland,OFI,Euro,N/A,3140.00
2024-06,OFI,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,843.00
2024-06,IF,Debt Securities,United States,NFC,Non-Euro,Long-Term,111295.00
2024-06,MMF,Debt Securities,Other Euro Area,CI,Euro,Short-Term,36622.00
2024-06,IF,Debt Securities,Rest of World,CI,Euro,Short-Term,406.00
2024-06,PF,Debt Securities,United States,OFI,Non-Euro,Long-Term,168.00
2024-06,IF,Listed Shares,Other Euro Area,NFC,Euro,N/A,142147.00
2024-06,PF,MMF Shares,Other Euro Area,MMF,Euro,N/A,183.00
2024-06,IC,Listed Shares,Ireland,OFI,Euro,N/A,147.00
2024-06,IF,Debt Securities,Ireland,GOV,Euro,Long-Term,993.00
2024-06,IC,MMF Shares,Other Euro Area,MMF,Euro,N/A,3098.00
2024-06,IC,Debt Securities,Rest of World,OFI,Euro,Long-Term,1670.00
2024-06,FVC,Debt Securities,Ireland,GOV,Euro,Long-Term,44.00
2024-06,FVC,Debt Securities,Rest of World,OFI,Euro,Long-Term,9459.00
2024-06,NFC,Debt Securities,United States,NFC,Non-Euro,Short-Term,36.00
2024-06,OFI,Debt Securities,Ireland,NFC,Euro,Long-Term,1983.00
2024-06,OFI,Listed Shares,Rest of World,NFC,Euro,N/A,26.00
2024-06,NFC,IF Shares,United Kingdom,IF,Non-Euro,N/A,40.00
2024-06,PF,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,14.00
2024-06,MMF,Debt Securities,United States,GOV,Non-Euro,Long-Term,19927.00
2024-06,MMF,Debt Securities,United Kingdom,CI,Euro,Short-Term,26440.00
2024-06,HH,MMF Shares,Ireland,MMF,Euro,N/A,203.00
2024-06,IF,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,6123.00
2024-06,IF,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,68420.00
2024-06,OFI,IF Shares,Other Euro Area,IF,Non-Euro,N/A,572.00
2024-06,MMF,Debt Securities,Ireland,CI,Euro,Short-Term,233.00
2024-06,PF,Debt Securities,Rest of World,OFI,Euro,Long-Term,99.00
2024-06,HH,IF Shares,United Kingdom,IF,Non-Euro,N/A,956.00
2024-06,FVC,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,200.00
2024-06,IF,Debt Securities,Rest of World,NFC,Euro,Short-Term,22.00
2024-06,IC,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,485.00
2024-06,PF,Listed Shares,Rest of World,CI,Non-Euro,N/A,32.00
2024-06,IF,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,158.00
2024-06,HH,IF Shares,Ireland,IF,Non-Euro,N/A,773.00
2024-06,PF,IF Shares,Ireland,IF,Euro,N/A,27646.00
2024-06,MMF,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,853.00
2024-06,HH,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,769.00
2024-06,OFI,Debt Securities,Ireland,NFC,Euro,Short-Term,21.00
2024-06,HH,Listed Shares,Rest of World,OFI,Non-Euro,N/A,84.00
2024-06,IC,Debt Securities,Ireland,OFI,Euro,Long-Term,1320.00
2024-06,CI,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,17.00
2024-06,CI,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,111.00
2024-06,IC,Debt Securities,Rest of World,CI,Euro,Short-Term,37.00
2024-06,FVC,Debt Securities,Ireland,NFC,Euro,Long-Term,3160.00
2024-06,IF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,16601.00
2024-06,MMF,Debt Securities,Ireland,OFI,Non-Euro,Short-Term,4755.00
2024-06,IF,Debt Securities,United States,GOV,Non-Euro,Short-Term,38558.00
2024-06,IC,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,833.00
2024-06,OFI,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,16434.00
2024-06,IC,Listed Shares,Rest of World,NFC,Non-Euro,N/A,13053.00
2024-06,NFC,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,27.00
2024-06,MMF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,1556.00
2024-06,IC,MMF Shares,Ireland,MMF,Non-Euro,N/A,1269.00
2024-06,PF,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,158.00
2024-06,PF,Debt Securities,Rest of World,CI,Euro,Long-Term,137.00
2024-06,CI,Debt Securities,Other Euro Area,CI,Euro,Long-Term,8296.00
2024-06,FVC,Debt Securities,United States,GOV,Non-Euro,Long-Term,891.00
2024-06,OFI,Debt Securities,United States,CI,Euro,Long-Term,1411.00
2024-06,PF,Debt Securities,United States,GOV,Euro,Long-Term,21.00
2024-06,MMF,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,1475.00
2024-06,IF,Listed Shares,Rest of World,CI,Non-Euro,N/A,43648.00
2024-06,NFC,Listed Shares,Ireland,NFC,Euro,N/A,704.00
2024-06,PF,Debt Securities,Ireland,NFC,Euro,Long-Term,21.00
2024-06,IC,Listed Shares,Other Euro Area,NFC,Euro,N/A,6759.00
2024-06,MMF,Debt Securities,Rest of World,CI,Euro,Long-Term,390.00
2024-06,IC,Listed Shares,Rest of World,NFC,Euro,N/A,188.00
2024-06,NFC,Listed Shares,Ireland,NFC,Non-Euro,N/A,24.00
2024-06,MMF,Debt Securities,United Kingdom,OFI,Euro,Long-Term,12.00
2024-06,IC,Debt Securities,Rest of World,CI,Euro,Long-Term,2188.00
2024-06,HH,IF Shares,Rest of World,IF,Euro,N/A,12.00
2024-06,IF,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,7728.00
2024-06,OFI,Debt Securities,Other Euro Area,CI,Euro,Long-Term,4840.00
2024-06,HH,Listed Shares,Other Euro Area,OFI,Euro,N/A,151.00
2024-06,CI,Debt Securities,Ireland,OFI,Non-Euro,Short-Term,205.00
2024-06,IF,Debt Securities,Rest of World,NFC,Non-Euro,Short-Term,372.00
2024-06,OFI,Listed Shares,Ireland,NFC,Non-Euro,N/A,25.00
2024-06,IC,Debt Securities,United States,GOV,Non-Euro,Long-Term,5269.00
2024-06,HH,IF Shares,Other Euro Area,IF,Euro,N/A,721.00
2024-06,IF,Debt Securities,Ireland,NFC,Euro,Long-Term,934.00
2024-06,IF,Debt Securities,Rest of World,GOV,Euro,Short-Term,131.00
2024-06,OFI,Debt Securities,Rest of World,OFI,Euro,Long-Term,3023.00
2024-06,IC,Debt Securities,Rest of World,NFC,Euro,Long-Term,1151.00
2024-06,OFI,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,9558.00
2024-06,CI,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,888.00
2024-06,IF,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,200226.00
2024-06,IC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,2653.00
2024-06,FVC,Debt Securities,United States,NFC,Euro,Long-Term,29617.00
2024-06,FVC,Debt Securities,United States,NFC,Non-Euro,Long-Term,514.00
2024-06,OFI,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,1980.00
2024-06,OFI,Debt Securities,United States,NFC,Euro,Long-Term,15124.00
2024-06,PF,Listed Shares,Ireland,OFI,Euro,N/A,15.00
2024-06,FVC,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,859.00
2024-06,OFI,IF Shares,United Kingdom,IF,Euro,N/A,27.00
2024-06,OFI,Debt Securities,Ireland,OFI,Euro,Short-Term,286.00
2024-06,IC,Debt Securities,Rest of World,GOV,Euro,Long-Term,1120.00
2024-06,CI,Debt Securities,Rest of World,CI,Euro,Long-Term,4121.00
2024-06,NFC,Listed Shares,Rest of World,NFC,Non-Euro,N/A,91.00
2024-06,OFI,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,158.00
2024-06,NFC,Debt Securities,United States,GOV,Non-Euro,Short-Term,5758.00
2024-06,OFI,Listed Shares,Rest of World,OFI,Non-Euro,N/A,132.00
2024-06,OFI,Debt Securities,Rest of World,OFI,Euro,Short-Term,107.00
2024-06,CI,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,974.00
2024-06,OFI,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,20.00
2024-06,IF,Listed Shares,Other Euro Area,NFC,Non-Euro,N/A,83.00
2024-06,OFI,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,211.00
2024-06,IF,Debt Securities,United Kingdom,CI,Euro,Long-Term,2223.00
2024-06,OFI,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,1309.00
2024-06,IF,MMF Shares,Ireland,MMF,Non-Euro,N/A,20498.00
2024-06,IF,Debt Securities,Ireland,CI,Non-Euro,Short-Term,93.00
2024-06,IF,Debt Securities,Rest of World,OFI,Euro,Long-Term,6314.00
2024-06,PF,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,11.00
2024-06,IC,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2495.00
2024-06,CI,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,787.00
2024-06,IF,MMF Shares,Other Euro Area,MMF,Euro,N/A,1430.00
2024-06,HH,Debt Securities,United States,GOV,Non-Euro,Long-Term,63.00
2024-06,IC,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,7101.00
2024-06,OFI,Debt Securities,Rest of World,NFC,Euro,Long-Term,2793.00
2024-06,HH,Listed Shares,Ireland,OFI,Euro,N/A,532.00
2024-06,IF,Listed Shares,United States,CI,Non-Euro,N/A,14404.00
2024-06,HH,Debt Securities,Ireland,GOV,Euro,Long-Term,743.00
2024-06,IF,Listed Shares,United Kingdom,OFI,Euro,N/A,60.00
2024-06,NFC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,35.00
2024-06,FVC,Debt Securities,United Kingdom,CI,Euro,Long-Term,144.00
2024-06,MMF,Debt Securities,Other Euro Area,GOV,Non-Euro,Short-Term,10686.00
2024-06,HH,Listed Shares,Ireland,OFI,Non-Euro,N/A,13.00
2024-06,IF,Debt Securities,Ireland,CI,Euro,Short-Term,-145.00
2024-06,IF,Debt Securities,Other Euro Area,CI,Euro,Short-Term,993.00
2024-06,PF,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,364.00
2024-06,PF,Listed Shares,Other Euro Area,OFI,Euro,N/A,43.00
2024-06,NFC,Listed Shares,Other Euro Area,NFC,Euro,N/A,59.00
2024-06,IC,Listed Shares,Rest of World,CI,Non-Euro,N/A,1509.00
2024-06,OFI,Debt Securities,Ireland,GOV,Euro,Long-Term,262.00
2024-06,IF,Listed Shares,Rest of World,NFC,Euro,N/A,2030.00
2024-06,PF,Debt Securities,United States,NFC,Non-Euro,Long-Term,263.00
2024-06,IC,Listed Shares,Other Euro Area,CI,Euro,N/A,856.00
2024-06,MMF,Debt Securities,Rest of World,GOV,Euro,Short-Term,283.00
2024-06,MMF,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,6294.00
2024-06,IC,Listed Shares,Other Euro Area,NFC,Non-Euro,N/A,42.00
2024-06,FVC,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,171.00
2024-06,IF,Debt Securities,Ireland,NFC,Non-Euro,Short-Term,23.00
2024-06,NFC,Debt Securities,Ireland,OFI,Euro,Long-Term,19.00
2024-06,IC,MMF Shares,United States,MMF,Non-Euro,N/A,28.00
2024-06,OFI,Debt Securities,Rest of World,GOV,Euro,Long-Term,130.00
2024-06,IF,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,6892.00
2024-06,IC,MMF Shares,Ireland,MMF,Euro,N/A,5387.00
2024-06,IF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,39118.00
2024-06,PF,Debt Securities,United States,GOV,Non-Euro,Long-Term,114.00
2024-06,NFC,IF Shares,United States,IF,Non-Euro,N/A,92.00
2024-06,OFI,Listed Shares,United Kingdom,NFC,Euro,N/A,1035.00
2024-06,IF,Listed Shares,Rest of World,NFC,Non-Euro,N/A,373337.00
2024-06,IC,Listed Shares,Ireland,NFC,Non-Euro,N/A,687.00
2024-06,IF,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,48520.00
2024-06,OFI,Listed Shares,United States,OFI,Non-Euro,N/A,135.00
2024-06,IC,Debt Securities,Other Euro Area,CI,Euro,Short-Term,25.00
2024-06,IC,Listed Shares,United States,CI,Non-Euro,N/A,521.00
2024-06,NFC,IF Shares,Ireland,IF,Non-Euro,N/A,133.00
2024-06,FVC,Debt Securities,Rest of World,GOV,Euro,Long-Term,172.00
2024-06,MMF,Debt Securities,United States,CI,Non-Euro,Long-Term,3870.00
2024-06,IC,MMF Shares,Rest of World,MMF,Euro,N/A,21.00
2024-06,CI,Debt Securities,Ireland,CI,Euro,Long-Term,10113.00
2024-06,IF,Listed Shares,Ireland,NFC,Non-Euro,N/A,17886.00
2024-06,PF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,476.00
2024-06,CI,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,110.00
2024-06,IC,Debt Securities,United Kingdom,CI,Euro,Long-Term,903.00
2024-03,IF,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,7056.00
2024-03,FVC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,30772.00
2024-03,IC,Debt Securities,Other Euro Area,CI,Euro,Long-Term,7666.00
2024-03,MMF,Debt Securities,Other Euro Area,CI,Euro,Short-Term,38885.00
2024-03,MMF,Debt Securities,United States,OFI,Non-Euro,Long-Term,3664.00
2024-03,IC,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,5669.00
2024-03,OFI,Debt Securities,United States,GOV,Euro,Long-Term,72.00
2024-03,IF,IF Shares,Ireland,IF,Non-Euro,N/A,136023.00
2024-03,IF,Listed Shares,United Kingdom,NFC,Euro,N/A,6953.00
2024-03,OFI,Debt Securities,Rest of World,OFI,Euro,Long-Term,2920.00
2024-03,FVC,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,69.00
2024-03,IC,IF Shares,Ireland,IF,Non-Euro,N/A,15256.00
2024-03,CI,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,277.00
2024-03,PF,Listed Shares,Ireland,OFI,Euro,N/A,14.00
2024-03,IF,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,40904.00
2024-03,CI,Debt Securities,Rest of World,OFI,Euro,Long-Term,544.00
2024-03,CI,Debt Securities,United Kingdom,OFI,Euro,Long-Term,32.00
2024-03,IF,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,4281.00
2024-03,NFC,Debt Securities,United States,OFI,Non-Euro,Short-Term,20.00
2024-03,IF,IF Shares,United States,IF,Euro,N/A,428.00
2024-03,CI,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,275.00
2024-03,MMF,Debt Securities,United Kingdom,CI,Euro,Long-Term,2333.00
2024-03,OFI,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,71.00
2024-03,NFC,Debt Securities,United States,CI,Non-Euro,Short-Term,29.00
2024-03,CI,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,61.00
2024-03,NFC,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,27.00
2024-03,IC,IF Shares,Rest of World,IF,Non-Euro,N/A,2816.00
2024-03,IC,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,222.00
2024-03,PF,Listed Shares,Other Euro Area,OFI,Euro,N/A,44.00
2024-03,IF,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,436.00
2024-03,MMF,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,116.00
2024-03,FVC,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,3258.00
2024-03,IC,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,32.00
2024-03,IC,Debt Securities,United States,CI,Non-Euro,Long-Term,399.00
2024-03,OFI,IF Shares,Ireland,IF,Non-Euro,N/A,717.00
2024-03,NFC,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,141.00
2024-03,IF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,37224.00
2024-03,IF,Debt Securities,Ireland,OFI,Euro,Short-Term,237.00
2024-03,FVC,Debt Securities,Rest of World,CI,Euro,Long-Term,542.00
2024-03,FVC,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,981.00
2024-03,IF,Debt Securities,Rest of World,NFC,Euro,Long-Term,6211.00
2024-03,IF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,92680.00
2024-03,NFC,Listed Shares,Ireland,NFC,Euro,N/A,711.00
2024-03,PF,IF Shares,United States,IF,Euro,N/A,184.00
2024-03,MMF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,516.00
2024-03,OFI,Debt Securities,Rest of World,GOV,Euro,Short-Term,101.00
2024-03,IF,Listed Shares,Ireland,OFI,Euro,N/A,5934.00
2024-03,PF,IF Shares,Ireland,IF,Euro,N/A,26720.00
2024-03,IC,Listed Shares,Other Euro Area,OFI,Non-Euro,N/A,68.00
2024-03,OFI,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,849.00
2024-03,IF,MMF Shares,Ireland,MMF,Euro,N/A,4777.00
2024-03,CI,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,63.00
2024-03,IC,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,2549.00
2024-03,NFC,Listed Shares,Ireland,NFC,Non-Euro,N/A,23.00
2024-03,OFI,Listed Shares,Rest of World,OFI,Non-Euro,N/A,111.00
2024-03,CI,Listed Shares,Other Euro Area,NFC,Euro,N/A,108.00
2024-03,FVC,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,132304.00
2024-03,PF,Debt Securities,Ireland,OFI,Euro,Long-Term,307.00
2024-03,IC,Listed Shares,Ireland,OFI,Euro,N/A,144.00
2024-03,IC,Listed Shares,United Kingdom,NFC,Euro,N/A,280.00
2024-03,IF,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,509.00
