Reporting_Period,Holder_Sector,Instrument_Type,Issuer_Region,Issuer_Sector,Nominal_Currency,Original_Maturity,Holding_Amount
2024-09,OFI,Debt Securities,Ireland,NFC,Euro,Short-Term,67.00
2024-09,HH,Debt Securities,Ireland,OFI,Euro,Long-Term,47.00
2024-09,IC,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,93.00
2024-09,FVC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,33720.00
2024-09,PF,MMF Shares,Other Euro Area,MMF,Euro,N/A,218.00
2024-09,HH,MMF Shares,Ireland,MMF,Non-Euro,N/A,29.00
2024-09,IC,IF Shares,Other Euro Area,IF,Euro,N/A,54544.00
2024-09,CI,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,437.00
2024-09,OFI,Debt Securities,Ireland,OFI,Euro,Long-Term,5709.00
2024-09,OFI,Listed Shares,United States,NFC,Non-Euro,N/A,541.00
2024-09,PF,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,17.00
2024-09,MMF,Debt Securities,United Kingdom,CI,Euro,Long-Term,3342.00
2024-09,FVC,Debt Securities,Ireland,OFI,Euro,Long-Term,4647.00
2024-09,HH,IF Shares,Rest of World,IF,Non-Euro,N/A,98.00
2024-09,MMF,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,68559.00
2024-09,IC,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,2443.00
2024-09,PF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,814.00
2024-09,OFI,Debt Securities,Rest of World,OFI,Euro,Long-Term,2873.00
2024-09,IC,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,1227.00
2024-09,IC,IF Shares,Rest of World,IF,Non-Euro,N/A,3106.00
2024-09,PF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,35.00
2024-09,PF,MMF Shares,Ireland,MMF,Euro,N/A,993.00
2024-09,PF,Debt Securities,United States,GOV,Euro,Long-Term,23.00
2024-09,HH,Listed Shares,Rest of World,NFC,Non-Euro,N/A,573.00
2024-09,IC,IF Shares,Ireland,IF,Euro,N/A,47835.00
2024-09,CI,Debt Securities,United States,GOV,Non-Euro,Long-Term,6607.00
2024-09,MMF,Debt Securities,United States,GOV,Non-Euro,Long-Term,14282.00
2024-09,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,3849.00
2024-09,IC,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,1455.00
2024-09,OFI,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,416.00
2024-09,FVC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,246.00
2024-09,FVC,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,727.00
2024-09,CI,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,582.00
2024-09,IC,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,1023.00
2024-09,MMF,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,74200.00
2024-09,NFC,Debt Securities,United States,CI,Non-Euro,Long-Term,10.00
2024-09,IC,IF Shares,Rest of World,IF,Euro,N/A,490.00
2024-09,OFI,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,663.00
2024-09,PF,Listed Shares,United States,NFC,Non-Euro,N/A,889.00
2024-09,NFC,Listed Shares,United States,OFI,Non-Euro,N/A,55.00
2024-09,CI,Debt Securities,Ireland,GOV,Euro,Long-Term,9696.00
2024-09,FVC,Debt Securities,United States,GOV,Non-Euro,Short-Term,21.00
2024-09,IF,Listed Shares,United States,OFI,Non-Euro,N/A,121460.00
2024-09,MMF,MMF Shares,Ireland,MMF,Euro,N/A,184.00
2024-09,IC,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,206.00
2024-09,IC,Debt Securities,Rest of World,CI,Euro,Long-Term,2237.00
2024-09,IC,Debt Securities,United States,CI,Non-Euro,Long-Term,529.00
2024-09,IC,IF Shares,Ireland,IF,Non-Euro,N/A,18122.00
2024-09,FVC,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,917.00
2024-09,OFI,Debt Securities,United Kingdom,OFI,Euro,Short-Term,344.00
2024-09,OFI,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2698.00
2024-09,OFI,Debt Securities,Rest of World,NFC,Euro,Short-Term,260.00
2024-09,NFC,Listed Shares,Other Euro Area,OFI,Euro,N/A,28.00
2024-09,OFI,Listed Shares,Rest of World,NFC,Euro,N/A,25.00
2024-09,MMF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,59.00
2024-09,CI,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,111.00
2024-09,MMF,Debt Securities,United States,CI,Non-Euro,Short-Term,34670.00
2024-09,FVC,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,31599.00
2024-09,IC,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,2044.00
2024-09,IF,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,69844.00
2024-09,OFI,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,826.00
2024-09,IF,Debt Securities,United States,GOV,Non-Euro,Short-Term,38734.00
2024-09,HH,IF Shares,United States,IF,Non-Euro,N/A,952.00
2024-09,IF,Debt Securities,United Kingdom,CI,Euro,Short-Term,903.00
2024-09,PF,Listed Shares,Ireland,NFC,Non-Euro,N/A,18.00
2024-09,FVC,Debt Securities,Rest of World,OFI,Euro,Long-Term,7102.00
2024-09,PF,Listed Shares,Rest of World,CI,Non-Euro,N/A,30.00
2024-09,PF,Listed Shares,Rest of World,NFC,Non-Euro,N/A,376.00
2024-06,OFI,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,44.00
2024-06,IC,Listed Shares,Ireland,OFI,Non-Euro,N/A,13.00
2024-06,FVC,Debt Securities,United States,OFI,Euro,Long-Term,6790.00
2024-06,MMF,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,6302.00
2024-06,HH,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,273.00
2024-06,CI,Debt Securities,United Kingdom,CI,Euro,Long-Term,912.00
2024-06,MMF,MMF Shares,Ireland,MMF,Non-Euro,N/A,1520.00
2024-06,CI,Listed Shares,United States,CI,Non-Euro,N/A,53.00
2024-06,IF,IF Shares,Other Euro Area,IF,Euro,N/A,29832.00
2024-06,IF,MMF Shares,Rest of World,MMF,Non-Euro,N/A,411.00
2024-06,CI,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,2846.00
2024-06,IC,Listed Shares,United States,NFC,Non-Euro,N/A,33525.00
2024-06,FVC,Debt Securities,United States,OFI,Non-Euro,Long-Term,742.00
2024-06,MMF,Debt Securities,Rest of World,OFI,Euro,Short-Term,824.00
2024-06,IF,MMF Shares,United States,MMF,Euro,N/A,137.00
2024-06,IF,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,29305.00
2024-06,IF,Debt Securities,United Kingdom,OFI,Euro,Short-Term,176.00
2024-06,HH,Debt Securities,Ireland,OFI,Euro,Long-Term,36.00
2024-06,OFI,Listed Shares,Ireland,OFI,Euro,N/A,134.00
2024-06,FVC,Debt Securities,Other Euro Area,CI,Euro,Short-Term,50.00
2024-06,IC,Debt Securities,United Kingdom,OFI,Euro,Short-Term,30.00
2024-06,CI,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,1221.00
2024-06,MMF,Debt Securities,United Kingdom,NFC,Non-Euro,Short-Term,399.00
2024-06,PF,Listed Shares,United Kingdom,NFC,Euro,N/A,13.00
2024-06,IC,Debt Securities,United States,OFI,Non-Euro,Long-Term,4094.00
2024-06,IF,Debt Securities,Ireland,OFI,Euro,Short-Term,205.00
2024-06,IC,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,5807.00
2024-06,IF,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,6406.00
2024-06,MMF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,222.00
2024-06,MMF,Debt Securities,Other Euro Area,OFI,Non-Euro,Short-Term,11313.00
2024-06,CI,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,616.00
2024-06,FVC,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2420.00
2024-06,PF,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,103.00
2024-06,CI,Debt Securities,Ireland,NFC,Euro,Long-Term,108.00
2024-06,FVC,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,150.00
2024-06,OFI,Listed Shares,Other Euro Area,NFC,Euro,N/A,2696.00
2024-06,FVC,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,271.00
2024-06,IF,Listed Shares,Ireland,OFI,Non-Euro,N/A,656.00
2024-06,CI,Listed Shares,Rest of World,CI,Non-Euro,N/A,-151.00
2024-06,PF,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,15.00
2024-06,MMF,Debt Securities,United States,CI,Non-Euro,Short-Term,29642.00
2024-06,IC,Listed Shares,United States,OFI,Non-Euro,N/A,5322.00
2024-06,IC,Debt Securities,United States,GOV,Non-Euro,Short-Term,287.00
2024-06,IC,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,1950.00
2024-06,IF,IF Shares,United States,IF,Non-Euro,N/A,75663.00
2024-06,CI,Debt Securities,Rest of World,GOV,Euro,Long-Term,3028.00
2024-06,IF,Debt Securities,United States,CI,Non-Euro,Long-Term,9602.00
2024-06,IC,Listed Shares,Other Euro Area,OFI,Non-Euro,N/A,56.00
2024-06,CI,Listed Shares,Ireland,NFC,Euro,N/A,46.00
2024-06,IF,Listed Shares,United States,NFC,Non-Euro,N/A,918629.00
2024-06,IF,Debt Securities,Rest of World,NFC,Euro,Long-Term,6518.00
2024-06,CI,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,425.00
2024-06,IC,Debt Securities,Ireland,GOV,Euro,Long-Term,1653.00
2024-06,NFC,Listed Shares,Rest of World,OFI,Non-Euro,N/A,39.00
2024-06,MMF,Debt Securities,Rest of World,CI,Euro,Short-Term,13351.00
2024-06,PF,Debt Securities,United Kingdom,NFC,Euro,Long-Term,44.00
2024-06,CI,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,282.00
2024-06,CI,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,146.00
2024-06,OFI,Debt Securities,United States,OFI,Non-Euro,Long-Term,859.00
2024-06,IC,Debt Securities,United Kingdom,CI,Euro,Short-Term,42.00
2024-06,PF,Debt Securities,United States,CI,Euro,Long-Term,41.00
2024-06,PF,Debt Securities,United States,OFI,Euro,Long-Term,111.00
2024-06,IF,Debt Securities,United States,CI,Non-Euro,Short-Term,-19.00
2024-06,HH,Debt Securities,United States,OFI,Euro,Long-Term,19.00
2024-06,IF,Debt Securities,Ireland,CI,Euro,Long-Term,239.00
2024-06,IF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,96251.00
2024-06,PF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,25.00
2024-06,IC,Debt Securities,United States,NFC,Euro,Long-Term,2728.00
2024-06,HH,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,105.00
2024-06,HH,IF Shares,Rest of World,IF,Non-Euro,N/A,89.00
2024-06,OFI,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,258.00
2024-06,PF,Listed Shares,Ireland,NFC,Euro,N/A,48.00
2024-06,OFI,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,2199.00
2024-06,NFC,Debt Securities,United States,OFI,Non-Euro,Short-Term,21.00
2024-06,IF,Listed Shares,Other Euro Area,OFI,Non-Euro,N/A,1226.00
2024-06,HH,Debt Securities,Rest of World,OFI,Euro,Long-Term,23.00
2024-06,IC,IF Shares,Rest of World,IF,Euro,N/A,441.00
2024-06,IC,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,201.00
2024-06,PF,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,65.00
2024-06,IF,MMF Shares,United States,MMF,Non-Euro,N/A,1779.00
2024-06,OFI,Debt Securities,United Kingdom,OFI,Euro,Short-Term,274.00
2024-06,IC,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,1386.00
2024-06,CI,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,1952.00
2024-06,OFI,Debt Securities,United Kingdom,OFI,Euro,Long-Term,4913.00
2024-06,IC,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,1019.00
2024-06,MMF,Debt Securities,United Kingdom,OFI,Non-Euro,Short-Term,2803.00
2024-06,OFI,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,175.00
2024-06,NFC,Listed Shares,Other Euro Area,OFI,Euro,N/A,31.00
2024-06,PF,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,19.00
2024-06,IC,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,824.00
2024-06,IC,Debt Securities,United States,CI,Non-Euro,Long-Term,534.00
2024-06,OFI,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,812.00
2024-06,OFI,Debt Securities,Ireland,CI,Non-Euro,Long-Term,11.00
2024-06,PF,Listed Shares,United States,NFC,Non-Euro,N/A,949.00
2024-06,IF,Debt Securities,United States,OFI,Non-Euro,Short-Term,1784.00
2024-06,IF,Listed Shares,United States,OFI,Non-Euro,N/A,111893.00
2024-06,NFC,Debt Securities,United States,NFC,Non-Euro,Long-Term,11.00
2024-06,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,6750.00
2024-06,OFI,IF Shares,Ireland,IF,Euro,N/A,1915.00
2024-06,IF,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,52345.00
2024-06,FVC,Debt Securities,United States,GOV,Non-Euro,Short-Term,23.00
2024-06,IF,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,2231.00
2024-06,NFC,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,215.00
2024-06,CI,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,561.00
2024-06,HH,Listed Shares,Rest of World,NFC,Non-Euro,N/A,515.00
2024-06,HH,Listed Shares,Ireland,NFC,Euro,N/A,3298.00
2024-06,OFI,Listed Shares,Ireland,NFC,Euro,N/A,475.00
2024-06,IF,Debt Securities,United Kingdom,NFC,Non-Euro,Short-Term,46.00
2024-06,HH,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,25.00
2024-06,IF,IF Shares,Ireland,IF,Euro,N/A,70587.00
2024-06,FVC,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,6348.00
2024-06,CI,Debt Securities,Rest of World,OFI,Euro,Long-Term,325.00
2024-06,FVC,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,725.00
2024-06,OFI,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,429.00
2024-06,NFC,Listed Shares,Ireland,OFI,Euro,N/A,125.00
2024-06,HH,IF Shares,Other Euro Area,IF,Non-Euro,N/A,106.00
2024-06,PF,IF Shares,United States,IF,Non-Euro,N/A,1022.00
2024-06,IF,Debt Securities,United States,NFC,Euro,Long-Term,9939.00
2024-06,IF,IF Shares,United States,IF,Euro,N/A,451.00
2024-06,IF,Debt Securities,United States,NFC,Euro,Short-Term,271.00
2024-06,OFI,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,476.00
2024-06,IC,IF Shares,Rest of World,IF,Non-Euro,N/A,2977.00
2024-06,MMF,Debt Securities,United States,OFI,Non-Euro,Long-Term,2348.00
2024-06,PF,Listed Shares,United States,OFI,Non-Euro,N/A,126.00
2024-06,MMF,Debt Securities,Ireland,CI,Non-Euro,Short-Term,672.00
2024-06,IF,Debt Securities,United States,OFI,Non-Euro,Long-Term,156623.00
2024-06,IF,Listed Shares,Other Euro Area,CI,Euro,N/A,18209.00
2024-06,HH,Listed Shares,Other Euro Area,CI,Euro,N/A,30.00
2024-06,FVC,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,1360.00
2024-06,IC,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,386.00
2024-06,PF,Listed Shares,Other Euro Area,NFC,Euro,N/A,240.00
2024-06,IF,IF Shares,Rest of World,IF,Euro,N/A,2646.00
2024-06,IC,Debt Securities,United States,OFI,Euro,Long-Term,1726.00
2024-06,MMF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,103.00
2024-06,OFI,IF Shares,Other Euro Area,IF,Euro,N/A,1930.00
2024-06,CI,Listed Shares,United Kingdom,NFC,Euro,N/A,497.00
2024-06,CI,Debt Securities,United Kingdom,NFC,Euro,Long-Term,15.00
2024-06,NFC,Listed Shares,Other Euro Area,CI,Euro,N/A,38.00
2024-06,IF,Debt Securities,Rest of World,OFI,Euro,Short-Term,31.00
2024-06,OFI,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,670.00
2024-06,OFI,Listed Shares,Rest of World,NFC,Non-Euro,N/A,138.00
2024-06,OFI,Debt Securities,Rest of World,NFC,Euro,Short-Term,170.00
2024-06,OFI,Debt Securities,United States,GOV,Euro,Short-Term,17.00
2024-06,CI,MMF Shares,Ireland,MMF,Non-Euro,N/A,191.00
2024-06,MMF,Debt Securities,United States,NFC,Non-Euro,Short-Term,3759.00
2024-06,CI,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,1348.00
2024-06,OFI,MMF Shares,Other Euro Area,MMF,Euro,N/A,2886.00
2024-06,HH,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,244.00
2024-06,IF,Debt Securities,United Kingdom,CI,Euro,Short-Term,968.00
2024-06,IC,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,31.00
2024-06,CI,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,-276.00
2024-06,MMF,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,9139.00
2024-06,MMF,MMF Shares,Ireland,MMF,Euro,N/A,33.00
2024-06,CI,Debt Securities,United States,NFC,Non-Euro,Long-Term,123.00
2024-06,HH,Listed Shares,United States,CI,Non-Euro,N/A,19.00
2024-06,IF,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,735.00
2024-06,IF,Listed Shares,Other Euro Area,OFI,Euro,N/A,28486.00
2024-06,FVC,Debt Securities,Other Euro Area,CI,Euro,Long-Term,513.00
2024-06,IC,Listed Shares,Rest of World,OFI,Non-Euro,N/A,2100.00
2024-06,CI,Debt Securities,Ireland,NFC,Non-Euro,Long-Term,11.00
2024-06,IF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,37872.00
2024-06,MMF,Debt Securities,United States,OFI,Euro,Short-Term,1221.00
2024-06,IF,Debt Securities,United States,OFI,Euro,Long-Term,6464.00
2024-06,IC,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,620.00
2024-06,CI,Debt Securities,United States,NFC,Euro,Long-Term,32.00
2024-06,NFC,IF Shares,Other Euro Area,IF,Euro,N/A,134.00
2024-06,IF,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,18338.00
2024-06,IF,Debt Securities,Ireland,NFC,Non-Euro,Long-Term,287.00
2024-06,FVC,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,2238.00
2024-06,IF,Listed Shares,United Kingdom,CI,Non-Euro,N/A,698.00
2024-06,PF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,7628.00
2024-06,IF,Listed Shares,Rest of World,OFI,Non-Euro,N/A,50923.00
2024-06,IC,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,2162.00
2024-06,CI,Debt Securities,Ireland,OFI,Euro,Short-Term,109.00
2024-06,IF,IF Shares,Ireland,IF,Non-Euro,N/A,142296.00
2024-06,OFI,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,236.00
2024-06,IC,IF Shares,Other Euro Area,IF,Non-Euro,N/A,13909.00
2024-06,IF,Listed Shares,Rest of World,OFI,Euro,N/A,442.00
2024-06,FVC,Debt Securities,Rest of World,CI,Euro,Long-Term,553.00
2024-06,IC,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,19.00
2024-06,NFC,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,52.00
2024-06,HH,IF Shares,Ireland,IF,Euro,N/A,1895.00
2024-06,OFI,Debt Securities,United States,GOV,Non-Euro,Long-Term,232.00
2024-06,MMF,Debt Securities,United States,GOV,Non-Euro,Short-Term,48961.00
2024-06,CI,Debt Securities,United Kingdom,OFI,Euro,Long-Term,128.00
2024-06,IF,Debt Securities,United States,GOV,Non-Euro,Long-Term,139777.00
2024-06,IF,Debt Securities,Rest of World,CI,Euro,Long-Term,8397.00
2024-06,CI,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,68.00
2024-06,IF,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,92897.00
2024-06,OFI,IF Shares,United States,IF,Euro,N/A,29.00
2024-06,CI,Debt Securities,Ireland,OFI,Euro,Long-Term,14205.00
2024-06,NFC,Listed Shares,United States,NFC,Non-Euro,N/A,173.00
2024-06,IF,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,702.00
2024-06,PF,MMF Shares,Ireland,MMF,Euro,N/A,1408.00
2024-06,IC,Debt Securities,Ireland,CI,Euro,Long-Term,1144.00
2024-06,IC,MMF Shares,Rest of World,MMF,Non-Euro,N/A,42.00
2024-06,PF,Listed Shares,Ireland,NFC,Non-Euro,N/A,16.00
2024-06,OFI,MMF Shares,Ireland,MMF,Euro,N/A,37.00
2024-06,NFC,Debt Securities,United States,OFI,Non-Euro,Long-Term,23.00
2024-06,HH,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,896.00
2024-06,OFI,Debt Securities,United States,NFC,Non-Euro,Long-Term,1396.00
2024-06,CI,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,392.00
2024-06,MMF,Debt Securities,Other Euro Area,NFC,Non-Euro,Short-Term,1745.00
2024-06,FVC,Debt Securities,United Kingdom,OFI,Euro,Long-Term,18386.00
2024-06,CI,Debt Securities,United States,NFC,Euro,Short-Term,16.00
2024-06,CI,Debt Securities,Other Euro Area,GOV,Non-Euro,Short-Term,186.00
2024-06,IF,Debt Securities,United Kingdom,OFI,Euro,Long-Term,6608.00
2024-06,NFC,Debt Securities,Ireland,GOV,Euro,Long-Term,188.00
2024-06,IC,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,573.00
2024-06,OFI,IF Shares,Rest of World,IF,Non-Euro,N/A,21.00
2024-06,NFC,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,25.00
2024-06,IF,Debt Securities,Other Euro Area,NFC,Non-Euro,Short-Term,167.00
2024-06,PF,Listed Shares,Other Euro Area,CI,Euro,N/A,28.00
2024-06,FVC,Debt Securities,United States,CI,Euro,Long-Term,184.00
2024-06,MMF,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,140.00
2024-06,IC,Listed Shares,United Kingdom,NFC,Euro,N/A,307.00
2024-06,OFI,Debt Securities,Ireland,CI,Euro,Long-Term,2512.00
2024-06,PF,Debt Securities,United Kingdom,OFI,Euro,Long-Term,96.00
2024-06,PF,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,92.00
2024-06,FVC,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,137272.00
2024-06,OFI,Debt Securities,United Kingdom,CI,Euro,Long-Term,1656.00
2024-06,MMF,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,66.00
2024-06,IC,IF Shares,United Kingdom,IF,Non-Euro,N/A,30133.00
2024-06,MMF,Debt Securities,Ireland,NFC,Non-Euro,Short-Term,79.00
2024-06,FVC,Debt Securities,Rest of World,NFC,Euro,Long-Term,15268.00
2024-06,IC,Debt Securities,Rest of World,OFI,Euro,Short-Term,26.00
2024-06,PF,IF Shares,United Kingdom,IF,Non-Euro,N/A,89.00
2024-06,MMF,Debt Securities,Ireland,OFI,Euro,Short-Term,4826.00
2024-06,PF,IF Shares,Ireland,IF,Non-Euro,N/A,779.00
2024-06,OFI,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,169.00
2024-06,IF,Listed Shares,United Kingdom,NFC,Euro,N/A,7347.00
2024-06,OFI,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,30.00
2024-06,NFC,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,144.00
2024-06,IF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,11555.00
2024-06,IF,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,4712.00
2024-06,CI,Listed Shares,United States,OFI,Non-Euro,N/A,578.00
2024-06,IF,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,3689.00
2024-06,IC,Debt Securities,United Kingdom,OFI,Euro,Long-Term,1340.00
2024-06,PF,IF Shares,Other Euro Area,IF,Non-Euro,N/A,185.00
2024-06,FVC,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,845.00
2024-06,OFI,IF Shares,United Kingdom,IF,Non-Euro,N/A,462.00
2024-06,CI,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,41.00
2024-06,MMF,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,10462.00
2024-06,IF,MMF Shares,Ireland,MMF,Euro,N/A,5480.00
2024-06,HH,MMF Shares,Ireland,MMF,Non-Euro,N/A,21.00
2024-06,IC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,559.00
2024-06,PF,IF Shares,United States,IF,Euro,N/A,191.00
2024-06,IC,Listed Shares,Other Euro Area,OFI,Euro,N/A,1313.00
2024-06,CI,Debt Securities,Ireland,GOV,Euro,Long-Term,9359.00
2024-06,OFI,Debt Securities,United States,GOV,Euro,Long-Term,94.00
2024-06,IC,IF Shares,Ireland,IF,Euro,N/A,45561.00
2024-06,FVC,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,817.00
2024-06,IC,IF Shares,Other Euro Area,IF,Euro,N/A,53535.00
2024-06,OFI,Debt Securities,United Kingdom,NFC,Euro,Short-Term,50.00
2024-06,IF,Debt Securities,United Kingdom,NFC,Euro,Long-Term,3701.00
2024-06,PF,Listed Shares,United States,CI,Non-Euro,N/A,13.00
2024-06,IF,IF Shares,United Kingdom,IF,Non-Euro,N/A,18270.00
2024-06,NFC,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,504.00
2024-06,CI,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,9148.00
2024-06,HH,Listed Shares,Other Euro Area,NFC,Euro,N/A,508.00
2024-06,IF,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,42363.00
2024-06,OFI,Debt Securities,United States,OFI,Euro,Long-Term,9409.00
2024-06,NFC,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,143.00
2024-06,HH,Listed Shares,United States,OFI,Non-Euro,N/A,407.00
2024-06,CI,Listed Shares,United States,NFC,Non-Euro,N/A,1389.00
2024-06,FVC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,178.00
2024-06,CI,Debt Securities,Other Euro Area,OFI,Non-Euro,Short-Term,318.00
2024-06,HH,IF Shares,United Kingdom,IF,Euro,N/A,12.00
2024-06,PF,Debt Securities,Rest of World,NFC,Euro,Long-Term,58.00
2024-06,IF,Debt Securities,Ireland,OFI,Non-Euro,Short-Term,218.00
2024-06,CI,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,197.00
2024-06,FVC,Debt Securities,Rest of World,GOV,Euro,Short-Term,107.00
2024-06,CI,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,109.00
2024-06,OFI,IF Shares,Ireland,IF,Non-Euro,N/A,714.00
2024-06,IC,Debt Securities,Ireland,NFC,Euro,Long-Term,203.00
2024-06,IC,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,101.00
2024-06,PF,Debt Securities,United States,CI,Non-Euro,Long-Term,12.00
2024-06,IF,Debt Securities,Rest of World,GOV,Euro,Long-Term,9618.00
